,sentence_id,sentence,video,start_frame,end_frame,Video_path,CaptionNums,exists
52,s13-d21_9_7,The person slices the cucumber on the cutting board.,s13-d21,2099,2523,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
53,s13-d21_9_8,The person sets the sliced cucumber on the plate.,s13-d21,2618,2717,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
54,s13-d21_10_1,He goes to the drawer and takes out a cutting board and knife.,s13-d21,252,686,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
55,s13-d21_10_2,He goes to the refrigerator and takes out a cucumber.,s13-d21,723,975,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
56,s13-d21_10_3,He goes to the cupboard and takes out a plate and places it on the counter.,s13-d21,1004,1413,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
57,s13-d21_10_4,He goes to the sink and washes the cucumber.,s13-d21,1450,1594,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
58,s13-d21_10_5,He then cuts off the ends of the cucumber and then slices the cucumber.,s13-d21,1665,2523,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
59,s13-d21_10_6,He picks up the cucumber and places it on the plate.,s13-d21,2099,2844,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
60,s13-d21_11_1,He opens the drawers and takes out a cutting board and a knife.,s13-d21,252,686,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
61,s13-d21_11_2,He gets a cucumber from the refrigerator and a plate from the cabinet.,s13-d21,723,1353,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
62,s13-d21_11_3,He sets the plate down and washes the cucumber in the sink.,s13-d21,1366,1594,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
63,s13-d21_11_4,He puts the cucumber on the plate and dries off his hands.,s13-d21,1665,1813,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
64,s13-d21_11_5,He uses the knife to cut off the ends of the cucumbers.,s13-d21,1854,2036,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
65,s13-d21_11_6,He uses the knife to slice the cucumber into smaller pieces.,s13-d21,2099,2523,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
66,s13-d21_11_7,He picks up the pieces of cucumber and places them on the plate.,s13-d21,2798,2844,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
67,s13-d21_13_1,The person takes out a cutting board from the drawer.,s13-d21,252,452,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
68,s13-d21_13_2,The person takes out a knife from the drawer.,s13-d21,471,627,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
69,s13-d21_13_3,The person procures a cucumber from the fridge.,s13-d21,627,975,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
70,s13-d21_13_4,The person procures a plate from the cabinet.,s13-d21,1004,1353,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
71,s13-d21_13_5,The person washes the cucumber in the sink.,s13-d21,1366,1594,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
72,s13-d21_13_6,The person chops the ends off the cucumber on the cutting board.,s13-d21,1665,2036,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
73,s13-d21_13_7,The person slices the cucumber on the cutting board.,s13-d21,2099,2523,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
74,s13-d21_13_8, The person sets the sliced cucumber on the plate.,s13-d21,2618,2717,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
75,s13-d21_14_1,"He gets out the cutting board, knife, plate, and cucumber from drawers and the refrigerator.",s13-d21,252,1413,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
76,s13-d21_14_2,He washes the cucumber in the sink and puts it on the plate.,s13-d21,1450,1721,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
77,s13-d21_14_3,He wipes his hand on the rag.,s13-d21,1750,1883,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
78,s13-d21_14_4,He chops the ends off the cucumber.,s13-d21,1883,2036,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
79,s13-d21_14_5,He chops the cucumber into pieces with the knife.,s13-d21,2099,2523,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
80,s13-d21_14_6,He gathers the chopped cucumbers together on a plate.,s13-d21,2798,2844,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
81,s13-d21_15_1,the man is opening the drawer,s13-d21,252,452,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
82,s13-d21_15_2,the man is placing a knife on the cutting board he got from the drawer,s13-d21,471,627,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
83,s13-d21_15_3,the man is opening the refridgerator,s13-d21,627,686,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
84,s13-d21_15_4,he got a cucumber from the refridgerator,s13-d21,723,975,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
85,s13-d21_15_5,the man is washing the cucumber,s13-d21,1004,1413,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
86,s13-d21_15_6,the man is slicing the cucumber width-wise,s13-d21,1450,2036,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
87,s13-d21_15_7,then the man arranges the cucumbers on a plate,s13-d21,2798,2844,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
88,s13-d21_16_1,The man places a cutting board on the counter.,s13-d21,252,452,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
89,s13-d21_16_2,The man places a knife on the cutting board.,s13-d21,471,627,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
90,s13-d21_16_3,The man gets a cucumber out of the refrigerator.,s13-d21,627,975,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
91,s13-d21_16_4,The man gets a plate out of the cupboard.,s13-d21,1004,1353,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
92,s13-d21_16_5,The man rinses the cucumber.,s13-d21,1366,1594,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
93,s13-d21_16_6,The man dries his hands.,s13-d21,1665,1813,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
94,s13-d21_16_7,The man cuts the ends off of the cucumber.,s13-d21,1854,2036,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
95,s13-d21_16_8,The man cuts the cucumber into slices.,s13-d21,2099,2523,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
96,s13-d21_16_9,The man arranges the cucumber slices on the plate.,s13-d21,2798,2844,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
97,s13-d21_18_1,The person takes a cutting board from the drawer.,s13-d21,252,452,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
98,s13-d21_18_2,The person removes a large knife from a drawer and puts it on the cutting board.,s13-d21,471,686,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
99,s13-d21_18_3,The person takes a cucumber from the fridge.,s13-d21,723,975,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
100,s13-d21_18_4,The person takes a plate from the cabinet.,s13-d21,1004,1353,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
101,s13-d21_18_5,The person washes the cucumber in the sink.,s13-d21,1366,1594,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
102,s13-d21_18_6,The person dries his hands with the towel.,s13-d21,1665,1813,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
103,s13-d21_18_7,The person slices the cucumber.,s13-d21,1854,2523,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
104,s13-d21_18_8,The person places the sliced cucumber onto the plate.,s13-d21,2618,2717,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
105,s13-d21_19_1,He places the cutting board on the counter,s13-d21,252,452,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
106,s13-d21_19_2,He placed the knife on the cutting board,s13-d21,471,686,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
107,s13-d21_19_3,He got a cucumber from the refrigerator,s13-d21,723,975,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
108,s13-d21_19_4,The man washed the cucumber in the sink,s13-d21,1004,1594,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
109,s13-d21_19_5,The man dried his hands on the towel,s13-d21,1665,1813,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
110,s13-d21_19_6,The man cut the cucumber into slices,s13-d21,1854,2523,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
111,s13-d21_19_7,The man placed the cucumber slices on the plate,s13-d21,2618,2844,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d21.avi,112,FALSE
112,s13-d25_1_1,The person takes the loaf of bread out of the cupboard.,s13-d25,237,508,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
113,s13-d25_1_2,The person gets a plate out of the cupboard.,s13-d25,578,861,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
114,s13-d25_1_3,The person unwraps the loaf of bread.,s13-d25,904,1330,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
115,s13-d25_1_4,The person takes out a bread knife from the drawer.,s13-d25,1357,1518,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
116,s13-d25_1_5,"While holding the loaf with one hand, the person slices off the end of the loaf using the bread knife.",s13-d25,1560,1788,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
117,s13-d25_1_6,"The person takes out a cutting board from the drawer, and puts the loaf (and piece of bread) onto it.",s13-d25,1865,2024,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
118,s13-d25_1_7,"The person finishes his first cut, and slices a second piece of bread from the end of the loaf.",s13-d25,2071,2520,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
119,s13-d25_1_8,The person places the pieces of bread onto the plate.,s13-d25,2591,2702,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
120,s13-d25_1_9,The person puts the wrapping back onto the bread and picks it up.,s13-d25,2715,2899,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
121,s13-d25_2_1,The boy gets out the bread and sets it on the counter.,s13-d25,237,508,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
122,s13-d25_2_2,The boy gets out a plate and places it on the counter.,s13-d25,578,861,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
123,s13-d25_2_3,The boy takes the bread out of the package.,s13-d25,904,1330,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
124,s13-d25_2_4,The boy takes the knife out of the drawer.,s13-d25,1357,1518,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
125,s13-d25_2_5,The boy slices a piece of bread.,s13-d25,1560,1788,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
126,s13-d25_2_6,The boy takes out the cutting board and places the bread on it.,s13-d25,1865,2024,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
127,s13-d25_2_7,The boy slices two pieces of bread.,s13-d25,2071,2520,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
128,s13-d25_2_8,The boy places the sliced bread on the plate.,s13-d25,2591,2672,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
129,s13-d25_2_9,The boy puts the bread back into the package.,s13-d25,2676,2899,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
130,s13-d25_3_1,The person takes a loaf of bread from the pantry.,s13-d25,237,508,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
131,s13-d25_3_2,The person procures a plate from the cabinet.,s13-d25,578,861,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
132,s13-d25_3_3,The person opens the package of bread.,s13-d25,904,1330,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
133,s13-d25_3_4,The person takes out a knife from the drawer.,s13-d25,1357,1518,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
134,s13-d25_3_5,The person takes out a cutting board from the drawer.,s13-d25,1560,1959,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
135,s13-d25_3_6,The person cuts two slices of bread from the loaf.,s13-d25,1977,2520,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
136,s13-d25_3_7,The person sets the slices of bread on the plate.,s13-d25,2591,2702,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
137,s13-d25_5_1,The person gets out a loaf of bread in plastic wrap.,s13-d25,237,508,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
138,s13-d25_5_2,The person gets out a plate.,s13-d25,578,861,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
139,s13-d25_5_3,The person unwraps the bread.,s13-d25,904,1330,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
140,s13-d25_5_4,The person gets out a knife.,s13-d25,1357,1518,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
141,s13-d25_5_5,The person starts cutting the bread.,s13-d25,1560,1788,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
142,s13-d25_5_6,The person gets out a wooden plate.,s13-d25,1865,1959,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
143,s13-d25_5_7,The person puts the bread on the wooden plate.,s13-d25,1977,2024,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
144,s13-d25_5_8,The person cuts two slices of bread and puts them on the plate.,s13-d25,2071,2672,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
145,s13-d25_5_9,The person wraps the bread back up.,s13-d25,2715,2899,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
146,s13-d25_6_1,The person places a loaf of bread on the counter.,s13-d25,237,508,/gpfs/ambientspeech/users/dbarreda/computer_vision_evaluation/tacos/videos/s13-d25.avi,130,FALSE
